,Date,Operating_Income,Expenses,Assets,Liabilities,Equity,Revenue,Cash_Flow,Net_Income,Debt_to_Equity,ROA,Profit_Margin,Interest_Expense,Tax_Expense,Dividend_Payout,MoM_Change,Volatility,MoM_Change_Scaled,Volatility_Scaled,MoM_Score,Volatility_Score,Risk_Score,Risk_Level
383,2016-01-19,8897248.12,4694126.47,267335992.4,321394292.1,87381520.73,9358239.52,7515458.67,4203121.65,3.68,0.02,0.45,184717.38,508106.94,448461.85,0.6192140097782157,11499981.266450765,27.548841839563984,35.5202384623115,27.548841839563984,35.5202384623115,31.53454015093774,Medium
384,2016-01-20,7615639.39,961293.78,110065987.6,344438270.3,46612432.09,13414435.67,6135674.88,6654345.62,7.39,0.06,0.5,371817.71,1107398.36,1650208.18,0.49299680039944754,11521760.17176365,25.57666284159711,35.58750743364613,25.57666284159711,35.58750743364613,30.58208513762162,Medium
385,2016-01-21,8231328.37,4717528.19,86270681.19,111951309.5,39540979.51,9252357.78,7560007.95,3513800.18,2.83,0.04,0.38,126627.58,1318383.26,2057876.67,0.0702222388159437,18666323.192488067,18.97069274185019,57.655072269207544,18.97069274185019,57.655072269207544,38.31288250552887,Medium
386,2016-01-22,3538311.15,3595485.75,377572688.1,385038250.7,50859092.01,14477283.27,5574629.25,-57174.6,7.57,0.0,0.0,1177031.02,1411142.99,1310600.02,0.8755269422537362,23394456.031105705,31.553802690968734,72.25895744240634,31.553802690968734,72.25895744240634,51.90638006668754,Medium
387,2016-01-23,2596955.89,805266.77,273407518.6,94831767.69,78620226.28,2633033.03,3225529.49,1791689.13,1.21,0.01,0.68,1871307.08,1217385.4,2218969.13,0.0,24780946.25009119,17.87345073131407,76.54143947980765,17.87345073131407,76.54143947980765,47.20744510556086,Medium
388,2016-01-24,7755532.76,1854336.05,246582816.2,381543327.9,21340182.51,3274099.9,7536358.79,5901196.71,17.88,0.02,1.8,1365299.62,1283341.29,1613400.66,1.8067304276042186,20095499.547814578,46.10411612034095,62.06939989024395,46.10411612034095,62.06939989024395,54.08675800529245,Medium
389,2016-01-25,8261512.65,3686774.4,378278702.9,398031331.7,27677729.43,2572856.2,2566750.82,4574738.25,14.38,0.01,1.78,1663049.19,848290.69,315110.97,-0.057366721077789284,20194921.848277308,16.977079760598635,62.376487679265864,16.977079760598635,62.376487679265864,39.676783719932246,Medium
390,2016-01-26,9914546.28,803077.71,394480804.6,290454666.2,95630034.31,4408599.05,2991293.92,9111468.57,3.04,0.02,2.07,125234.29,1247537.93,656847.13,0.32292646961852783,13612349.284674859,22.919266626023433,42.04475480620961,22.919266626023433,42.04475480620961,32.48201071611652,Medium
391,2016-01-27,4713559.09,3119767.07,121508675.5,392834618.1,25794246.46,9036511.44,5756063.14,1593792.02,15.23,0.01,0.18,1129829.07,490080.67,2535994.85,1.0936858342786961,19212779.931931973,34.96259604956856,59.342924905194955,34.96259604956856,59.342924905194955,47.15276047738176,Medium
392,2016-01-28,4348162.77,2056473.76,324601317.3,236425116.2,61095458.61,10392438.36,6239872.25,2291689.02,3.87,0.01,0.22,973169.66,627794.21,2202246.97,0.17018183139435025,19387336.17347175,20.53258917498129,59.882080507358054,20.53258917498129,59.882080507358054,40.20733484116967,Medium
393,2016-01-29,7987716.65,3294119.83,110909337.0,118625877.6,62138302.0,2592607.05,7470526.13,4693596.82,1.91,0.04,1.81,1048039.09,509523.87,2694809.76,0.7590833780069755,20602371.457251247,29.734339616272532,63.63498601389807,29.734339616272532,63.63498601389807,46.684662815085304,Medium
394,2016-01-30,4067231.86,705839.15,388118788.7,186058436.6,54066201.58,14297621.57,2036018.07,3361392.71,3.44,0.01,0.24,237205.05,727711.64,440916.02,0.22619340884827493,15997006.76701358,21.40778564970391,49.41029745024113,21.40778564970391,49.41029745024113,35.40904154997252,Medium
395,2016-01-31,9376815.93,4421915.63,345629820.3,245553155.4,68027072.37,12948149.9,6484985.26,4954900.3,3.61,0.01,0.38,1400427.19,464090.44,2971645.35,1.465542966150222,16910911.389118478,40.77296714976012,52.23309423197828,40.77296714976012,52.23309423197828,46.503030690869195,Medium
396,2016-02-01,8725714.77,4880700.36,480476579.5,47770993.57,30684405.32,5855962.27,6039095.4,3845014.41,1.56,0.01,0.66,1056118.79,1444336.59,707279.47,-0.03550789946491808,14626226.412450919,17.318629927310376,45.176338807581104,17.318629927310376,45.176338807581104,31.24748436744574,Medium
397,2016-02-02,4860946.25,4859950.35,81031107.36,256490440.6,59739604.1,3003437.89,978459.17,995.9,4.29,0.0,0.0,1553782.81,503624.71,134161.64,0.03373652695847267,25434179.081952147,18.400593347279997,78.55909371954132,18.400593347279997,78.55909371954132,48.47984353341066,Medium
398,2016-02-03,7757839.61,3873433.24,75674624.52,392847578.0,43495592.97,4208531.95,3404173.56,3884406.37,9.03,0.05,0.92,1022052.2,192164.58,2992526.52,0.0,30841680.525736768,17.87345073131407,95.26135925530107,17.87345073131407,95.26135925530107,56.56740499330757,Medium
399,2016-02-04,7790885.87,1085388.08,176984183.6,92240906.92,69550053.37,3650277.38,2620740.93,6705497.79,1.33,0.04,1.84,383825.11,813884.89,915114.27,0.19174977305611934,16564759.484554408,20.86959426156238,51.16392742992715,20.86959426156238,51.16392742992715,36.01676084574476,Medium
400,2016-02-05,1928114.82,3912184.38,167767557.7,321186144.2,22710118.9,3602689.13,2783678.18,-1984069.56,14.14,-0.01,-0.55,1331688.21,132793.66,2037256.41,0.8788005332435999,17755796.516219005,31.60495346058184,54.84270902112769,31.60495346058184,54.84270902112769,43.223831240854764,Medium
401,2016-02-06,9122976.16,610641.12,161140459.6,365001541.6,61378967.52,8741301.95,7872101.6,8512335.04,5.95,0.05,0.97,427534.09,210287.59,612378.71,-0.5347454291619443,14162635.97794238,9.517904686185197,43.744437102607975,9.517904686185197,43.744437102607975,26.631170894396586,Low
402,2016-02-07,5547271.35,599555.98,457814561.2,378606605.3,26674331.98,5196016.75,5320830.6,4947715.37,14.19,0.01,0.95,1757549.67,368114.61,1782662.74,0.43508231497411726,17018660.98605205,24.67173290061627,52.56590271997677,24.67173290061627,52.56590271997677,38.61881781029652,Medium
403,2016-02-08,8438117.19,1956245.99,162295789.9,384851529.7,35077875.68,6655816.31,5882571.18,6481871.21,10.97,0.04,0.97,1264920.85,723307.86,2721701.46,0.5122917790657643,14913409.754179562,25.878152249255727,46.06336814652134,25.878152249255727,46.06336814652134,35.97076019788854,Medium
404,2016-02-09,3880446.41,2698894.36,172377376.8,218154662.7,29683882.03,14863569.33,7824632.28,1181552.05,7.35,0.01,0.08,398687.38,678213.85,1028525.39,-0.23617716270913086,20063231.213942055,14.183116882333366,61.96973199623814,14.183116882333366,61.96973199623814,38.07642443928575,Medium
405,2016-02-10,9059709.06,3966833.38,391729218.1,391377005.0,26455400.19,10896085.24,3329013.37,5092875.68,14.79,0.01,0.47,1928442.31,1209553.2,2043736.53,1.2661328744644584,17646727.825529687,37.65712901056365,54.505826219991405,37.65712901056365,54.505826219991405,46.08147761527753,Medium
406,2016-02-11,4502815.11,3574829.19,252382929.1,307777878.7,84313985.64,14336748.67,6513801.26,927985.91,3.65,0.0,0.06,1084894.38,1122238.25,644920.41,-0.1677893122861199,17299962.444079537,15.25169606408043,53.43476455874183,15.25169606408043,53.43476455874183,34.34323031141113,Medium
407,2016-02-12,1097538.86,2506562.18,399519750.6,81435145.77,35713681.09,3853235.22,3758982.22,-1409023.32,2.28,0.0,-0.37,238507.06,668161.53,1911906.66,-0.9398973977948182,20803634.429380823,3.1872925021932907,64.25663126688052,3.1872925021932907,64.25663126688052,33.7219618845369,Medium
408,2016-02-13,9148437.79,1731320.0,79414770.9,201222040.5,93441140.37,6967813.17,7021502.54,7417117.79,2.15,0.09,1.06,1290982.52,533871.1,1075706.02,0.0,23048779.863783058,17.87345073131407,71.19126006016288,17.87345073131407,71.19126006016288,44.53235539573847,Medium
409,2016-02-14,1821580.09,4987060.25,269407037.2,292965846.6,97293387.28,9211513.44,1854931.56,-3165480.16,3.01,-0.01,-0.34,581077.92,508879.74,712503.95,-0.05983080410198062,22851420.95990632,16.938577778076002,70.58167338641644,16.938577778076002,70.58167338641644,43.76012558224622,Medium
410,2016-02-15,3873822.74,2417815.86,65126120.08,113989320.0,61413442.29,2997854.8,7607646.33,1456006.88,1.86,0.02,0.49,1627017.56,1172292.88,1008227.95,-0.17601664232184527,17246643.462243553,15.123141744224512,53.2700770774755,15.123141744224512,53.2700770774755,34.19660941085,Medium
411,2016-02-16,9550557.7,2531241.61,78193941.55,263433769.8,22870101.04,2054436.77,2140787.81,7019316.09,11.52,0.09,3.42,1653861.94,125504.99,618639.1,1.328166964414977,19039702.672342896,38.62642891792621,58.80833746626213,38.62642891792621,58.80833746626213,48.717383192094175,Medium
412,2016-02-17,9555464.32,1236307.2,457896854.0,273308182.0,43709341.9,10715646.34,2946653.8,8319157.13,6.25,0.02,0.78,1959999.98,68591.39,2715556.71,0.7989300235347881,24922703.29689573,30.35695453412859,76.97928750664747,30.35695453412859,76.97928750664747,53.66812102038803,Medium
413,2016-02-18,6160940.99,4076642.97,112660417.0,81825902.65,81795903.7,10343653.72,6171441.76,2084298.02,1.0,0.02,0.2,1053552.11,1203539.37,1251841.97,1.1164736475117152,25967951.437662087,35.31866196870075,80.20776782779562,35.31866196870075,80.20776782779562,57.76321489824819,Medium
414,2016-02-19,6686534.91,3621570.02,289589307.0,234732418.7,43065165.58,7340254.53,3453163.56,3064964.89,5.45,0.01,0.42,964418.07,741862.25,811309.98,0.4934921179280939,22035198.582642704,25.58440231573165,68.060589846632,25.58440231573165,68.060589846632,46.822496081181825,Medium
415,2016-02-20,5036009.7,1493463.26,234993021.2,313218226.2,17831549.65,8365372.99,5061585.33,3542546.44,17.57,0.02,0.42,1531603.65,239777.65,1400382.74,0.23913855010832513,17674617.267349947,21.61005708197882,54.59196893632143,21.61005708197882,54.59196893632143,38.10101300915012,Medium
416,2016-02-21,3638896.95,870714.71,206304496.8,209580352.5,60110641.98,7400759.01,3834301.26,2768182.24,3.49,0.01,0.37,351694.25,391570.61,1029554.88,-0.08394641124693059,8825537.624463355,16.561764709806006,27.259627099878863,16.561764709806006,27.259627099878863,21.910695904842434,Low
417,2016-02-22,3957980.91,3562246.86,454925005.6,24599184.37,86060876.63,2312065.58,6067774.53,395734.05,0.29,0.0,0.17,1139139.48,1402130.73,2258815.84,0.46623161884996633,23334227.272934884,25.158449436400904,72.07292758697018,25.158449436400904,72.07292758697018,48.61568851168554,Medium
418,2016-02-23,7052666.1,3445300.46,59820528.55,23434618.25,81633374.84,6359830.88,2212484.39,3607365.64,0.29,0.06,0.57,1137870.44,1296279.31,2916537.74,0.0,23744508.091957968,17.87345073131407,73.34017074072447,17.87345073131407,73.34017074072447,45.60681073601927,Medium
419,2016-02-24,7771370.76,1729667.87,348705358.8,155671150.7,25761082.61,4302069.32,938434.9,6041702.89,6.04,0.02,1.4,269998.93,1079188.32,1370297.6,2.023115874652306,23293670.74473493,49.48519890797622,71.94765976961568,49.48519890797622,71.94765976961568,60.71642933879595,Medium
420,2016-02-25,8124211.39,4778886.03,483527495.4,371953746.0,70548815.3,3279514.46,2749470.48,3345325.36,5.27,0.01,1.02,894169.76,749226.58,2596996.86,0.6122163518483411,30685259.830558587,27.439501488337868,94.77821930364058,27.439501488337868,94.77821930364058,61.108860395989225,Medium
421,2016-02-26,8106563.29,1179760.51,302075682.6,106897176.3,29845383.71,14437365.64,4057314.99,6926802.77,3.58,0.02,0.48,1721241.12,804469.26,1741002.91,0.23910067765828596,19524250.42042387,21.609465314414503,60.30497047456303,21.609465314414503,60.30497047456303,40.957217894488764,Medium
422,2016-02-27,1820854.93,2445506.6,471570107.9,261058201.8,29638678.11,9791676.43,1760150.39,-624651.68,8.81,0.0,-0.06,1726691.88,1464104.58,555983.43,-0.014710993621422284,19718390.814159814,17.643587364803338,60.90461606709851,17.643587364803338,60.90461606709851,39.27410171595092,Medium
423,2016-02-28,5449782.74,4746271.64,73516045.68,104388830.9,88666459.6,11472531.7,3160979.67,703511.1,1.18,0.01,0.06,288551.56,1450367.14,2102805.95,0.0,24145270.267346732,17.87345073131407,74.57801345600022,17.87345073131407,74.57801345600022,46.22573209365714,Medium
424,2016-02-29,1518028.84,2388772.93,238456993.6,142234596.1,32470205.75,6099728.66,3499872.64,-870744.09,4.38,0.0,-0.14,272369.68,362140.12,1588960.04,-0.32263152385592336,23238842.932692043,12.832243446170793,71.7783119321708,12.832243446170793,71.7783119321708,42.305277689170794,Medium
425,2016-03-01,5945759.94,3373366.76,167071005.9,342255994.1,33692261.19,7110912.68,930438.83,2572393.18,10.16,0.02,0.36,599121.41,1226101.62,1986758.92,0.0,18088960.014879208,17.87345073131407,55.871758255657504,17.87345073131407,55.871758255657504,36.87260449348579,Medium
426,2016-03-02,4973774.51,2289174.79,378869434.2,296967348.1,10058805.17,5080011.92,4874804.36,2684599.72,29.52,0.01,0.53,1762055.52,336001.87,2680093.5,0.52772535965417,16839476.59492496,26.119306238079403,52.01245205305036,26.119306238079403,52.01245205305036,39.06587914556488,Medium
427,2016-03-03,8989337.64,1733968.41,491583690.7,56251725.38,88360213.07,3260553.72,7132575.71,7255369.23,0.64,0.01,2.23,344914.91,359629.34,1377260.25,0.7609182890992818,26516374.073707752,29.763010612384665,81.90169257072553,29.763010612384665,81.90169257072553,55.832351591555096,Medium
428,2016-03-04,4158235.11,4927899.42,165438528.1,182906768.0,81333533.19,4327411.29,1638071.85,-769664.3,2.25,0.0,-0.18,1467993.92,1030334.9,2713415.11,0.5564345844082872,24519762.817057673,26.567895858992898,75.73471661576085,26.567895858992898,75.73471661576085,51.15130623737687,Medium
429,2016-03-05,2053603.15,2342003.03,344378570.7,31084510.19,66459604.16,12367682.59,4983560.1,-288399.88,0.47,0.0,-0.02,292214.68,637251.59,2276940.14,-0.05465255291793602,19647363.58137149,17.01948939291549,60.685232731812604,17.01948939291549,60.685232731812604,38.85236106236405,Medium
430,2016-03-06,2286925.14,4523446.42,139143934.7,202738255.7,77523918.75,10808095.47,5485544.04,-2236521.28,2.62,-0.02,-0.21,1283961.92,1400739.39,1516954.29,0.0,16060241.01263163,17.87345073131407,49.6056104191318,17.87345073131407,49.6056104191318,33.739530575222936,Medium
431,2016-03-07,7853595.69,1534795.73,304398614.6,271724924.5,23684371.07,9110075.39,3645010.1,6318799.96,11.47,0.02,0.69,776527.87,179064.12,1849344.19,-0.40479684778171243,19610127.04374661,11.548387409381842,60.57021944046011,11.548387409381842,60.57021944046011,36.05930342492098,Medium
432,2016-03-08,6563962.57,1458971.17,258769619.0,65030996.97,51249123.51,8176168.35,5758231.91,5104991.4,1.27,0.02,0.62,1598936.53,791712.18,1044185.28,0.24136956064465978,16478910.927573841,21.644917242060462,50.89876515314231,21.644917242060462,50.89876515314231,36.27184119760138,Medium
433,2016-03-09,1910104.09,640103.37,487402398.3,129776276.8,41609744.86,13991645.69,3580486.58,1270000.71,3.12,0.0,0.09,544011.85,1381856.22,2952432.17,0.1084021416138303,18103173.88647647,19.567264341024487,55.91566094531495,19.567264341024487,55.91566094531495,37.74146264316972,Medium
434,2016-03-10,1756961.26,3432500.71,323837272.7,171177917.7,18439887.36,2945554.32,4284779.66,-1675539.46,9.28,-0.01,-0.57,1314483.48,1360964.81,2035318.37,0.0,14585840.205106888,17.87345073131407,45.051597063902506,17.87345073131407,45.051597063902506,31.462523897608285,Medium
435,2016-03-11,7308722.18,2158368.55,207277867.4,369421789.4,53751743.67,5647810.57,555147.83,5150353.64,6.87,0.02,0.91,547796.82,276967.36,227155.87,-0.47495676529383507,21781138.83757505,10.452119186549686,67.27587007019167,10.452119186549686,67.27587007019167,38.863994628370676,Medium
436,2016-03-12,1654867.06,4389612.12,101343103.2,397436905.9,92866568.53,6549192.1,5687900.86,-2734745.07,4.28,-0.03,-0.42,1455954.54,581624.67,1047203.53,0.7468811537634144,20498258.823849224,29.543676468987947,63.31341109306167,29.543676468987947,63.31341109306167,46.42854378102481,Medium
437,2016-03-13,8396740.53,2629444.58,118061072.9,37066293.62,13605320.71,12171535.56,5460070.09,5767295.95,2.72,0.05,0.47,1759988.27,947726.03,1907611.86,-0.2645049033509352,22487475.211929183,13.740488056766754,69.45754635907893,13.740488056766754,69.45754635907893,41.59901720792284,Medium
438,2016-03-14,7356180.04,4856870.43,151392618.5,309183010.9,36231482.21,14902690.06,788006.58,2499309.62,8.53,0.02,0.17,340923.42,281122.58,263366.51,0.5241497961068905,19440704.92331775,26.063437063277107,60.04692170814294,26.063437063277107,60.04692170814294,43.05517938571002,Medium
439,2016-03-15,1732139.03,1334864.82,162934997.6,161255145.2,28678684.26,5128716.69,3261875.81,397274.21,5.62,0.0,0.08,1746531.81,1453632.15,169264.15,0.40057393496660926,13491906.335581394,24.132529866104278,41.67274008950875,24.132529866104278,41.67274008950875,32.902634977806514,Medium
440,2016-03-16,1763539.43,4408804.26,432777226.0,169134110.8,31433198.83,13365995.34,7842738.81,-2645264.83,5.38,-0.01,-0.2,1227792.98,1376386.53,1405070.29,0.0,18922068.052348614,17.87345073131407,58.4449968958031,17.87345073131407,58.4449968958031,38.15922381355858,Medium
441,2016-03-17,9879756.21,3994685.84,302550254.7,306620689.9,91759109.67,12798095.89,3655524.22,5885070.37,3.34,0.02,0.46,341509.93,292077.76,1064801.52,-0.37804897111889113,19440758.088495683,11.966330420911444,60.0470859205668,11.966330420911444,60.0470859205668,36.006708170739124,Medium
442,2016-03-18,4368437.16,3969148.3,285525910.1,369002044.2,52126214.88,4920546.17,4264590.54,399288.86,7.08,0.0,0.08,912329.53,225675.42,1371065.96,-0.08604474175119166,16460332.172850562,16.52897771212427,50.841380555479624,16.52897771212427,50.841380555479624,33.685179133801945,Medium
443,2016-03-19,4335779.32,4301524.53,101645992.3,381352865.9,51966947.16,7191323.54,7324476.19,34254.8,7.34,0.0,0.0,405634.56,173842.3,861810.6,-0.18402380713144814,13406783.714732062,14.998027567255436,41.4098200272017,14.998027567255436,41.4098200272017,28.203923797228565,Low
444,2016-03-20,8315196.11,3924607.96,437062862.0,239306582.7,78451807.82,7325747.3,5879464.07,4390588.15,3.05,0.01,0.6,1430660.99,1368693.31,577681.47,0.0,19377434.041787438,17.87345073131407,59.85149558112535,17.87345073131407,59.85149558112535,38.86247315621971,Medium
445,2016-03-21,9525237.2,3317991.45,375266436.4,155706040.5,23904298.36,14716868.69,4865525.98,6207245.75,6.51,0.02,0.42,1541849.46,330754.52,2098515.74,0.27440032757298694,23848157.97584618,22.161032161281163,73.66031635722567,22.161032161281163,73.66031635722567,47.91067425925341,Medium
446,2016-03-22,9874009.57,1090601.95,80450762.86,319268652.6,53853881.87,4351594.72,6483535.11,8783407.62,5.93,0.11,2.02,301013.39,653613.15,1592256.24,0.6483459464129258,22310191.12519252,28.004036451169313,68.90996520302694,28.004036451169313,68.90996520302694,48.45700082709813,Medium
447,2016-03-23,7780403.67,646367.81,368525793.8,115380525.6,48698669.27,12389053.62,6982747.0,7134035.86,2.37,0.02,0.58,1061665.72,700834.48,680447.21,0.2756049548349008,21731006.57124527,22.179854797259395,67.12102546536742,22.179854797259395,67.12102546536742,44.65044013131341,Medium
448,2016-03-24,4386336.27,4643815.32,294592197.8,234348131.0,63721962.15,6344505.28,3926660.54,-257479.05,3.68,0.0,-0.04,1647787.61,918566.01,1026809.34,0.3415079788178637,19753120.880746275,23.209607874842256,61.01188756766712,23.209607874842256,61.01188756766712,42.11074772125468,Medium
449,2016-03-25,1751506.45,3274926.42,86776405.59,156259815.4,99960193.29,11501314.5,4063312.74,-1523419.97,1.56,-0.02,-0.13,1878709.78,154016.25,1816242.93,0.0,17785393.588240456,17.87345073131407,54.93412613143683,17.87345073131407,54.93412613143683,36.403788431375446,Medium
450,2016-03-26,7994322.24,4084417.81,256235288.7,269519808.0,79250400.47,7460143.06,3395382.02,3909904.43,3.4,0.02,0.52,1075683.95,378800.0,309465.11,-0.24417595557667077,14144772.262319574,14.058133519287287,43.68926106153075,14.058133519287287,43.68926106153075,28.87369729040902,Low
451,2016-03-27,6025638.25,2666850.58,268113329.2,111351586.9,45807913.27,9518676.92,7750296.05,3358787.67,2.43,0.01,0.35,1905530.52,1400661.06,527613.73,0.20882606594475975,15963046.884624857,21.13641608692095,49.30540483410109,21.13641608692095,49.30540483410109,35.22091046051102,Medium
452,2016-03-28,4817998.08,1027886.85,124598543.1,92805319.38,84479774.7,12823953.05,5728746.91,3790111.23,1.1,0.03,0.3,1117809.04,1367194.66,312412.25,0.0004916040263950079,14802103.844891516,17.881132180943197,45.71957520037892,17.881132180943197,45.71957520037892,31.80035369066106,Medium
453,2016-03-29,9157189.47,1063336.06,475564166.2,368930852.9,25363752.7,12454152.34,1124173.0,8093853.4,14.55,0.02,0.65,848961.94,1182871.44,2455720.26,1.848295540942482,26690506.305190142,46.75358257564688,82.43953852394228,46.75358257564688,82.43953852394228,64.59656054979457,Medium
454,2016-03-30,2000777.34,3585043.79,432488917.2,58685399.52,12741731.77,13263501.39,6972197.17,-1584266.45,4.61,0.0,-0.12,1711585.94,78131.81,2281986.78,0.09827064640437431,29683733.331686486,19.408956910774393,91.68478295430988,19.408956910774393,91.68478295430988,55.54686993254214,Medium
455,2016-03-31,5433625.94,2436376.53,351060051.8,212264004.9,28400353.52,2775025.23,4104199.56,2997249.41,7.47,0.01,1.08,1036667.15,524159.81,2284607.5,0.0,17586452.044930518,17.87345073131407,54.3196511253736,17.87345073131407,54.3196511253736,36.09655092834384,Medium
456,2016-04-01,1102182.8,1402361.27,258033002.5,103924057.5,40637040.05,10996657.19,1015654.3,-300178.47,2.56,0.0,-0.03,996614.77,960540.17,2177343.5,-0.17101265293095053,13952718.559628036,15.201330470083253,43.09606067632015,15.201330470083253,43.09606067632015,29.1486955732017,Low
457,2016-04-02,5217945.78,2712175.46,235294493.7,34793386.06,55952268.17,3819835.9,4622879.41,2505770.32,0.62,0.01,0.66,1031593.73,449025.81,2041217.73,0.0,12596523.18319892,17.87345073131407,38.90715096802513,17.87345073131407,38.90715096802513,28.3903008496696,Low
458,2016-04-03,1506729.48,788940.22,342938060.2,33687150.95,65361622.65,7405641.38,3628732.09,717789.26,0.52,0.0,0.1,1708891.5,1368900.71,1483276.55,-0.028165243296951605,8628788.454863222,17.43336097195183,26.65192372545281,17.43336097195183,26.65192372545281,22.042642348702323,Low
459,2016-04-04,2069361.25,3118871.31,295444341.2,86584273.4,91954514.55,9131649.4,7083120.54,-1049510.06,0.94,0.0,-0.11,1680688.93,969139.72,1962606.67,0.2008047047258047,8107159.434957391,21.01108008710768,25.040756998601665,21.01108008710768,25.040756998601665,23.025918542854672,Low
460,2016-04-05,2057736.22,1710470.32,78022897.65,349372734.7,55886860.86,7235613.3,2029959.53,347265.9,6.25,0.0,0.05,866687.99,154264.74,211248.51,0.09035952295020327,24077244.436075665,19.285343406693357,74.36790061386938,19.285343406693357,74.36790061386938,46.82662201028137,Medium
461,2016-04-06,6842892.72,4089015.95,280626192.0,127341922.7,55114808.02,8754951.79,6698484.57,2753876.77,2.31,0.01,0.31,733269.73,1368058.1,1902246.83,0.0,21127127.530871093,17.87345073131407,65.25581133853584,17.87345073131407,65.25581133853584,41.56463103492495,Medium
462,2016-04-07,7714403.91,1896628.82,412881627.8,381174484.8,14521870.88,14954842.01,4682665.18,5817775.1,26.25,0.01,0.39,1034663.25,1438761.65,2355845.35,1.0115673065198705,24725021.601937976,33.67947121590258,76.36870382117503,33.67947121590258,76.36870382117503,55.024087518538806,Medium
463,2016-04-08,6250318.89,2548490.67,256657944.9,241016471.3,13142039.74,3757825.08,909577.27,3701828.22,18.34,0.01,0.99,1188267.77,162683.01,1551039.25,-0.17488054481830034,17746893.026437584,15.140893583669877,54.815208621530914,15.140893583669877,54.815208621530914,34.978051102600396,Medium
464,2016-04-09,9659552.94,552292.43,73380459.9,185913392.1,59604396.57,10780928.59,7788839.76,9107260.51,3.12,0.12,0.84,552840.7,821922.34,1136788.65,1.8940133436901518,22370128.57340449,47.467935957851466,69.09509528315347,47.467935957851466,69.09509528315347,58.28151562050247,Medium
465,2016-04-10,4373835.22,826011.0,403825189.7,240433757.2,49436075.19,7148012.56,4344614.33,3547824.22,4.86,0.01,0.5,1608514.66,489878.21,904537.53,0.2658668998579442,16906502.12710801,22.027694980059135,52.219475249962066,22.027694980059135,52.219475249962066,37.1235851150106,Medium
466,2016-04-11,3571408.78,2266221.0,140613702.0,216345386.4,85526235.55,3729127.39,2681576.41,1305187.77,2.53,0.01,0.35,1024317.25,619616.66,1964125.95,0.024186289106316657,16871464.199922692,18.251368224887308,52.11125285376752,18.251368224887308,52.11125285376752,35.18131053932741,Medium
467,2016-04-12,8817392.15,2659724.76,166379375.7,308334976.4,24461162.62,4063577.92,4020551.31,6157667.4,12.61,0.04,1.52,734686.54,310494.27,2109123.48,1.1045026465198708,16696222.241473958,35.131611749028195,51.56997926309996,35.131611749028195,51.56997926309996,43.350795506064074,Medium
468,2016-04-13,3012362.55,3200092.47,124117859.0,127348505.1,12247449.59,14340550.38,6933933.38,-187729.92,10.4,0.0,-0.01,302959.89,888204.55,2625806.04,-0.01687084231100325,11946552.189387333,17.609839128367565,36.8995716373417,17.609839128367565,36.8995716373417,27.25470538285463,Low
469,2016-04-14,9669002.85,1812481.6,198596779.2,154159148.8,50413489.11,13434819.46,2786773.43,7856521.25,3.06,0.04,0.58,553805.8,1439070.06,1092768.84,0.0,12318763.21419309,17.87345073131407,38.049227802258414,17.87345073131407,38.049227802258414,27.96133926678624,Low
470,2016-04-15,1109390.27,3627418.49,390538177.6,359755835.0,31373070.11,13791545.49,1945072.97,-2518028.22,11.47,-0.01,-0.18,1903634.23,779455.27,2332339.69,0.26742448905686855,21409457.721215714,22.05203274446304,66.12785064484383,22.05203274446304,66.12785064484383,44.08994169465343,Medium
471,2016-04-16,9728909.44,4370550.79,283723636.8,379653475.0,14465293.6,14889926.09,1468034.35,5358358.65,26.25,0.02,0.36,679689.4,170226.14,1727931.89,-0.17652806588174866,18151263.40038004,15.115150608872437,56.0641960569655,15.115150608872437,56.0641960569655,35.58967333291897,Medium
472,2016-04-17,1388439.21,4009329.45,142196573.4,359172126.4,75213845.82,4708100.07,2733945.49,-2620890.24,4.78,-0.02,-0.56,420832.65,949001.93,2660225.82,0.05403413778359186,13238381.446859477,18.717749161255224,40.889672335319894,18.717749161255224,40.889672335319894,29.803710748287557,Low
473,2016-04-18,9020288.02,678284.71,445023535.2,179390237.7,20043370.0,6620711.39,6350360.65,8342003.31,8.95,0.02,1.26,975278.3,543323.34,1630655.11,-0.05478758395995681,22628210.89872802,17.017379495331333,69.89223968939206,17.017379495331333,69.89223968939206,43.4548095923617,Medium
474,2016-04-19,5749309.98,2662281.26,445811834.7,316538891.1,64748755.0,10699847.39,4037197.74,3087028.72,4.89,0.01,0.29,683466.71,1291091.52,1601126.5,0.32261012412457113,22531622.018720306,22.914323639703632,69.59390354682019,22.914323639703632,69.59390354682019,46.254113593261906,Medium
475,2016-04-20,9936683.17,972185.8,441760291.3,201007578.7,35294477.52,8289433.02,2206112.03,8964497.36,5.7,0.02,1.08,166802.58,680283.32,1775843.54,0.23282014440007837,7867279.426890888,21.511330235617926,24.299834479560634,21.511330235617926,24.299834479560634,22.90558235758928,Low
476,2016-04-21,1664169.08,1589202.57,157458295.1,209065143.8,25614644.53,7439063.93,1746387.5,74966.51,8.16,0.0,0.01,713975.91,329617.43,2273014.53,-0.0637503845088412,18840512.47451343,16.877333244170522,58.19309443565837,16.877333244170522,58.19309443565837,37.53521383991445,Medium
